0.037368976	0.11274749	-0.1361955	0.098711096	0.13618279	0.2952121	0.27532187	-0.15640917	-0.02856921	-0.16527952	0.15384199	-0.1787551	-0.09295329	0.20234846	-0.1614956	0.080778494
0.20802933	-0.012902795	-0.26156902	0.3896225	0.5175964	0.42046037	-0.1814679	-0.34740856	0.36097786	0.07312382	0.4503191	-0.16684714	-0.17743026	0.41169634	-0.40505868	-0.22210874
0.1463011	-0.10840693	-0.011792667	-0.09845005	0.13889506	-0.068594135	0.21951184	0.079114854	-0.16458894	-0.08640181	-0.16182622	-0.03812948	-0.08560936	0.38531452	-0.29916787	0.22499132
0.06730501	0.0661467	0.020941684	-0.0516111	-0.009074117	0.00026688725	0.33986232	0.0029765156	-0.2134926	-0.294455	-0.16696501	-0.07441059	-0.07088815	0.07352966	-0.06681627	0.25678074
-0.14891447	0.08694314	-0.25874388	0.09437366	-0.09489361	0.2016417	0.3136654	-0.03648553	-0.12899607	-0.12576729	0.046310518	-0.19433443	-0.13953394	-0.13533446	0.15506603	-0.015273193
0.45461115	-0.2290969	0.4808397	-0.5606781	-0.06600833	-0.45744684	0.47584626	0.37930003	-0.41290537	-0.35444778	-0.5264409	0.37090248	0.07732409	0.5874095	-0.47127745	0.5943238
0.031436622	0.152308	-0.017795015	0.1387234	0.16040665	0.23858899	0.06563916	-0.15315697	0.044643972	-0.22094005	0.1872164	-0.1353637	-0.007805183	0.19652537	-0.19488274	-0.017639318
0.0019199618	0.10542697	-0.13476788	0.09449868	0.101198286	0.25488976	0.00028919757	-0.24533863	0.04129997	-0.12933567	0.1224059	-0.09061444	0.04662727	0.16229717	-0.07410631	-0.07013902
-0.16255943	0.13245441	0.263988	-0.53081995	-0.42337957	-0.19087763	0.4996162	0.16393799	-0.49213427	-0.45226973	-0.43324795	0.22617175	0.20248376	-0.21361154	0.3474752	0.4988725
0.24108568	0.04419744	0.1540063	-0.17250207	0.24249534	-0.015031841	0.050985344	-0.06519179	0.029505529	-0.14160287	-0.055616368	0.13646725	0.029748738	0.39701626	-0.34214452	0.16797361
0.27558252	0.5330326	0.15716954	-0.08347833	0.28363773	0.3900407	-0.19718713	-0.6127848	0.39180705	-0.3640148	0.6001692	0.3209786	0.46452013	0.2786766	-0.33020708	0.09065174
-0.16634606	0.568834	-0.073016666	-0.059389275	0.0049278187	0.58193105	-0.0444499	-0.67888224	0.17787664	-0.3152472	0.4150752	0.0911485	0.4801511	-0.258705	0.2648331	-0.15534057
-0.537667	0.19131094	-0.26428267	0.06312647	-0.4540812	0.23427115	0.54198116	-0.05791591	-0.3782863	-0.17681308	-0.120848015	-0.36059982	-0.020710066	-0.5351514	0.5280928	0.057547294
0.018162543	-0.08783389	-0.19888052	0.3517692	0.19451457	0.23961931	0.10640062	-0.041722503	0.08426333	0.045788046	0.18591797	-0.38217992	-0.3508082	0.20967796	-0.1750173	-0.10216283
-0.14656329	-0.35506943	-0.38184586	0.4181805	0.18219961	0.30128533	0.08984798	0.09000185	0.1094373	0.33764267	0.26012912	-0.386795	-0.38756976	0.07193729	-0.03773485	-0.33635083
-0.09361654	-0.05173669	-0.35916558	0.40721527	0.44049433	0.49466416	-0.26619503	-0.3566864	0.4560667	0.20562902	0.6067259	-0.22925523	-0.23039246	0.102618694	-0.050275657	-0.43270007
-0.29513672	-0.25293735	-0.49910364	0.47285882	0.15207322	0.4718358	0.0065594576	-0.049550787	0.18746053	0.38566068	0.2806488	-0.3927372	-0.36876637	-0.0740034	0.19660369	-0.3498084
-0.006057359	-0.27489993	-0.0872668	0.22942628	0.07032736	-0.03016893	0.2809345	0.26208398	-0.13393433	0.10180787	-0.098662496	-0.28872585	-0.40668184	0.18233189	-0.21774362	0.029426789
0.7795972	-0.59148544	0.7078713	-0.6112444	0.31425014	-0.88071746	0.46428725	0.64496344	-0.40653306	-0.053625844	-0.6417338	0.38201445	-0.41204032	1.1149691	-0.9147488	0.73056626
-0.037632782	0.48969916	0.060048852	-0.08440224	-0.43062988	0.12999362	0.5285686	-0.28230292	-0.30015293	-0.49394637	0.06315904	0.034241058	0.14214796	-0.3704436	0.05162174	0.20518677
0.17695574	0.48457396	0.21799245	-0.18970081	-0.20165989	0.056853667	0.33026096	-0.31361553	-0.13028339	-0.42702177	0.15545683	0.18703876	0.31105697	-0.12539451	-0.059879597	0.26805076
0.13037857	-0.27142772	0.03444254	-0.10117176	0.26998582	-0.05997351	-0.14748491	0.025908347	0.02370205	0.111350276	-0.18916073	0.028271314	-0.0731838	0.42235026	-0.13357724	0.041906763
-0.08859432	0.20811826	-0.21157035	0.047251005	0.24560054	0.45791063	-0.2109655	-0.6703451	0.3440095	0.003531283	0.37425175	-0.013857882	0.16581914	0.21283041	0.020641657	-0.23187648
0.5334906	-0.05269464	0.22347662	-0.12992117	0.62569594	-0.124420054	-0.2858828	-0.11371358	0.42792806	-0.02784565	0.20608671	0.24316928	0.022522125	0.72878397	-0.6174235	0.13263421
0.3304198	-0.29446852	0.08934762	-0.004709852	0.44577825	-0.16855904	-0.06561236	0.12461451	0.1665736	0.18765816	-0.13939546	0.038187597	-0.19408461	0.5433539	-0.4794934	0.12986694
-0.18314928	0.46563986	0.07299918	-0.33603236	-0.32622942	0.1853677	0.29745767	-0.31551135	-0.24125075	-0.48597288	0.018298352	0.16351512	0.3899871	-0.33903852	0.32868317	0.21028817
-0.24593724	0.11819906	-0.06267321	-0.037563544	-0.31812966	-0.023683952	0.44129905	0.11023937	-0.4104361	-0.2427929	-0.24184145	-0.20699267	-0.05634994	-0.25163433	0.29253104	0.19886656
-0.04074894	-0.12739135	-0.58351153	0.5747404	0.752895	0.82049227	-0.7402689	-0.9625946	0.7684689	0.5707174	0.8694255	0.06484083	0.10325752	0.66909415	-0.3009458	-0.6761143
0.18519576	0.0027725934	-0.08847228	0.1930544	0.31723246	0.07937703	-0.019785652	-0.13227251	0.16902119	0.06069796	0.21882316	0.061773878	-0.030593896	0.31867832	-0.29555318	-0.05327334
0.24718681	-0.106407486	-0.0026046438	0.07885481	0.3027883	0.003537901	0.043780413	-0.017685218	0.16712326	-0.010493461	0.05160296	-0.06436346	-0.1390785	0.339831	-0.28368893	-0.0037416823
